id,scenario,expected_fraud,predicted_fraud,expected_rule,detected_rules,risk_score,accepted
SYN-0696,valid,false,false,,,0,true
SYN-0697,valid,false,false,,,0,true
SYN-0698,valid,false,false,,,0,true
SYN-0699,valid,false,false,,,0,true
SYN-0700,valid,false,false,,,0,true
SYN-0701,valid,false,false,,,0,true
SYN-0702,valid,false,false,,,0,true
SYN-0703,valid,false,false,,,0,true
SYN-0704,valid,false,false,,,0,true
SYN-0705,valid,false,false,,,0,true
SYN-0706,valid,false,false,,,0,true
SYN-0707,valid,false,false,,,0,true
SYN-0708,valid,false,false,,,0,true
SYN-0709,valid,false,false,,,0,true
SYN-0710,valid,false,false,,,0,true
SYN-0711,valid,false,false,,,0,true
SYN-0712,valid,false,false,,,0,true
SYN-0713,valid,false,false,,,0,true
SYN-0714,valid,false,false,,,0,true
SYN-0715,valid,false,false,,,0,true
SYN-0716,valid,false,false,,,0,true
SYN-0717,valid,false,false,,,0,true
SYN-0718,valid,false,false,,,0,true
SYN-0719,valid,false,false,,,0,true
SYN-0720,valid,false,false,,,0,true
SYN-0721,valid,false,false,,,0,true
SYN-0722,valid,false,false,,,0,true
SYN-0723,valid,false,false,,,0,true
SYN-0724,valid,false,false,,,0,true
SYN-0725,valid,false,false,,,0,true
SYN-0726,valid,false,false,,,0,true
SYN-0727,valid,false,false,,,0,true
SYN-0728,valid,false,false,,,0,true
SYN-0729,valid,false,false,,,0,true
SYN-0730,valid,false,false,,,0,true
SYN-0731,valid,false,false,,,0,true
SYN-0732,valid,false,false,,,0,true
SYN-0733,valid,false,false,,,0,true
SYN-0734,valid,false,false,,,0,true
SYN-0735,valid,false,false,,,0,true
SYN-0736,valid,false,false,,,0,true
SYN-0737,valid,false,false,,,0,true
SYN-0738,valid,false,false,,,0,true
SYN-0739,valid,false,false,,,0,true
SYN-0740,valid,false,false,,,0,true
SYN-0741,valid,false,false,,,0,true
SYN-0742,valid,false,false,,,0,true
SYN-0743,valid,false,false,,,0,true
SYN-0744,valid,false,false,,,0,true
SYN-0745,valid,false,false,,,0,true
SYN-0746,valid,false,false,,,0,true
SYN-0747,valid,false,false,,,0,true
SYN-0748,valid,false,false,,,0,true
SYN-0749,valid,false,false,,,0,true
SYN-0750,valid,false,false,,,0,true
SYN-0751,valid,false,false,,,0,true
SYN-0752,valid,false,false,,,0,true
SYN-0753,valid,false,false,,,0,true
SYN-0754,valid,false,false,,,0,true
SYN-0755,valid,false,false,,,0,true
SYN-0756,valid,false,false,,,0,true
SYN-0757,valid,false,false,,,0,true
SYN-0758,valid,false,false,,,0,true
SYN-0759,valid,false,false,,,0,true
SYN-0760,valid,false,false,,,0,true
SYN-0761,valid,false,false,,,0,true
SYN-0762,valid,false,false,,,0,true
SYN-0763,valid,false,false,,,0,true
SYN-0764,valid,false,false,,,0,true
SYN-0765,valid,false,false,,,0,true
SYN-0766,valid,false,false,,,0,true
SYN-0767,valid,false,false,,,0,true
SYN-0768,valid,false,false,,,0,true
SYN-0769,valid,false,false,,,0,true
SYN-0770,valid,false,false,,,0,true
SYN-0771,valid,false,false,,,0,true
SYN-0772,valid,false,false,,,0,true
SYN-0773,valid,false,false,,,0,true
SYN-0774,valid,false,false,,,0,true
SYN-0775,valid,false,false,,,0,true
SYN-0776,valid,false,false,,,0,true
SYN-0777,valid,false,false,,,0,true
SYN-0778,valid,false,false,,,0,true
SYN-0779,valid,false,false,,,0,true
SYN-0780,valid,false,false,,,0,true
SYN-0781,valid,false,false,,,0,true
SYN-0782,valid,false,false,,,0,true
SYN-0783,valid,false,false,,,0,true
SYN-0784,valid,false,false,,,0,true
SYN-0785,valid,false,false,,,0,true
SYN-0786,valid,false,false,,,0,true
SYN-0787,valid,false,false,,,0,true
SYN-0788,valid,false,false,,,0,true
SYN-0789,valid,false,false,,,0,true
SYN-0790,valid,false,false,,,0,true
SYN-0791,valid,false,false,,,0,true
SYN-0792,valid,false,false,,,0,true
SYN-0793,valid,false,false,,,0,true
SYN-0794,valid,false,false,,,0,true
SYN-0795,valid,false,false,,,0,true
SYN-0796,valid,false,false,,,0,true
SYN-0797,valid,false,false,,,0,true
SYN-0798,valid,false,false,,,0,true
SYN-0799,valid,false,false,,,0,true
SYN-0800,valid,false,false,,,0,true
SYN-0801,valid,false,false,,,0,true
SYN-0802,valid,false,false,,,0,true
SYN-0803,valid,false,false,,,0,true
SYN-0804,valid,false,false,,,0,true
SYN-0805,valid,false,false,,,0,true
SYN-0806,valid,false,false,,,0,true
SYN-0807,valid,false,false,,,0,true
SYN-0808,valid,false,false,,,0,true
SYN-0809,valid,false,false,,,0,true
SYN-0810,valid,false,false,,,0,true
SYN-0811,valid,false,false,,,0,true
SYN-0812,valid,false,false,,,0,true
SYN-0813,valid,false,false,,,0,true
SYN-0814,valid,false,false,,,0,true
SYN-0815,valid,false,false,,,0,true
SYN-0816,valid,false,false,,,0,true
SYN-0817,valid,false,false,,,0,true
SYN-0818,valid,false,false,,,0,true
SYN-0819,valid,false,false,,,0,true
SYN-0820,valid,false,false,,,0,true
SYN-0821,valid,false,false,,,0,true
SYN-0822,valid,false,false,,,0,true
SYN-0823,valid,false,false,,,0,true
SYN-0824,valid,false,false,,,0,true
SYN-0825,valid,false,false,,,0,true
SYN-0826,valid,false,false,,,0,true
SYN-0827,valid,false,false,,,0,true
SYN-0828,valid,false,false,,,0,true
SYN-0829,valid,false,false,,,0,true
SYN-0830,valid,false,false,,,0,true
SYN-0831,valid,false,false,,,0,true
SYN-0832,valid,false,false,,,0,true
SYN-0833,valid,false,false,,,0,true
SYN-0834,valid,false,false,,,0,true
SYN-0835,valid,false,false,,,0,true
SYN-0836,valid,false,false,,,0,true
SYN-0837,valid,false,false,,,0,true
SYN-0838,valid,false,false,,,0,true
SYN-0839,valid,false,false,,,0,true
SYN-0840,valid,false,false,,,0,true
SYN-0841,valid,false,false,,,0,true
SYN-0842,valid,false,false,,,0,true
SYN-0843,valid,false,false,,,0,true
SYN-0844,valid,false,false,,,0,true
SYN-0845,valid,false,false,,,0,true
SYN-0846,valid,false,false,,,0,true
SYN-0847,valid,false,false,,,0,true
SYN-0848,valid,false,false,,,0,true
SYN-0849,valid,false,false,,,0,true
SYN-0850,valid,false,false,,,0,true
SYN-0851,valid,false,false,,,0,true
SYN-0852,valid,false,false,,,0,true
SYN-0853,valid,false,false,,,0,true
SYN-0854,valid,false,false,,,0,true
SYN-0855,valid,false,false,,,0,true
SYN-0856,valid,false,false,,,0,true
SYN-0857,valid,false,false,,,0,true
SYN-0858,valid,false,false,,,0,true
SYN-0859,valid,false,false,,,0,true
SYN-0860,valid,false,false,,,0,true
SYN-0861,valid,false,false,,,0,true
SYN-0862,valid,false,false,,,0,true
SYN-0863,valid,false,false,,,0,true
SYN-0864,valid,false,false,,,0,true
SYN-0865,valid,false,false,,,0,true
SYN-0866,valid,false,false,,,0,true
SYN-0867,valid,false,false,,,0,true
SYN-0868,valid,false,false,,,0,true
SYN-0869,valid,false,false,,,0,true
SYN-0870,valid,false,false,,,0,true
SYN-0871,valid,false,false,,,0,true
SYN-0872,valid,false,false,,,0,true
SYN-0873,valid,false,false,,,0,true
SYN-0874,valid,false,false,,,0,true
SYN-0875,valid,false,false,,,0,true
SYN-0876,valid,false,false,,,0,true
SYN-0877,valid,false,false,,,0,true
SYN-0878,valid,false,false,,,0,true
SYN-0879,valid,false,false,,,0,true
SYN-0880,valid,false,false,,,0,true
SYN-0881,valid,false,false,,,0,true
SYN-0882,valid,false,false,,,0,true
SYN-0883,valid,false,false,,,0,true
SYN-0884,valid,false,false,,,0,true
SYN-0885,valid,false,false,,,0,true
SYN-0886,valid,false,false,,,0,true
SYN-0887,valid,false,false,,,0,true
SYN-0888,valid,false,false,,,0,true
SYN-0889,valid,false,false,,,0,true
SYN-0890,valid,false,false,,,0,true
SYN-0891,valid,false,false,,,0,true
SYN-0892,valid,false,false,,,0,true
SYN-0893,valid,false,false,,,0,true
SYN-0894,valid,false,false,,,0,true
SYN-0895,valid,false,false,,,0,true
SYN-0896,valid,false,false,,,0,true
SYN-0897,valid,false,false,,,0,true
SYN-0898,valid,false,false,,,0,true
SYN-0899,valid,false,false,,,0,true
SYN-0900,valid,false,false,,,0,true
SYN-0901,valid,false,false,,,0,true
SYN-0902,valid,false,false,,,0,true
SYN-0903,valid,false,false,,,0,true
SYN-0904,valid,false,false,,,0,true
SYN-0905,valid,false,false,,,0,true
SYN-0906,valid,false,false,,,0,true
SYN-0907,valid,false,false,,,0,true
SYN-0908,valid,false,false,,,0,true
SYN-0909,valid,false,false,,,0,true
SYN-0910,valid,false,false,,,0,true
SYN-0911,valid,false,false,,,0,true
SYN-0912,valid,false,false,,,0,true
SYN-0913,valid,false,false,,,0,true
SYN-0914,valid,false,false,,,0,true
SYN-0915,valid,false,false,,,0,true
SYN-0916,valid,false,false,,,0,true
SYN-0917,valid,false,false,,,0,true
SYN-0918,valid,false,false,,,0,true
SYN-0919,valid,false,false,,,0,true
SYN-0920,valid,false,false,,,0,true
SYN-0921,valid,false,false,,,0,true
SYN-0922,valid,false,false,,,0,true
SYN-0923,valid,false,false,,,0,true
SYN-0924,valid,false,false,,,0,true
SYN-0925,valid,false,false,,,0,true
SYN-0926,valid,false,false,,,0,true
SYN-0927,valid,false,false,,,0,true
SYN-0928,valid,false,false,,,0,true
SYN-0929,valid,false,false,,,0,true
SYN-0930,valid,false,false,,,0,true
SYN-0931,valid,false,false,,,0,true
SYN-0932,valid,false,false,,,0,true
SYN-0933,valid,false,false,,,0,true
SYN-0934,valid,false,false,,,0,true
SYN-0935,valid,false,false,,,0,true
SYN-0936,valid,false,false,,,0,true
SYN-0937,valid,false,false,,,0,true
SYN-0938,valid,false,false,,,0,true
SYN-0939,valid,false,false,,,0,true
SYN-0940,valid,false,false,,,0,true
SYN-0941,valid,false,false,,,0,true
SYN-0942,valid,false,false,,,0,true
SYN-0943,valid,false,false,,,0,true
SYN-0944,valid,false,false,,,0,true
SYN-0945,valid,false,false,,,0,true
SYN-0946,valid,false,false,,,0,true
SYN-0947,valid,false,false,,,0,true
SYN-0948,valid,false,false,,,0,true
SYN-0949,valid,false,false,,,0,true
SYN-0950,valid,false,false,,,0,true
SYN-0951,valid,false,false,,,0,true
SYN-0952,valid,false,false,,,0,true
SYN-0953,valid,false,false,,,0,true
SYN-0954,valid,false,false,,,0,true
SYN-0955,valid,false,false,,,0,true
SYN-0956,valid,false,false,,,0,true
SYN-0957,valid,false,false,,,0,true
SYN-0958,valid,false,false,,,0,true
SYN-0959,valid,false,false,,,0,true
SYN-0960,valid,false,false,,,0,true
SYN-0961,valid,false,false,,,0,true
SYN-0962,valid,false,false,,,0,true
SYN-0963,valid,false,false,,,0,true
SYN-0964,valid,false,false,,,0,true
SYN-0965,valid,false,false,,,0,true
SYN-0966,valid,false,false,,,0,true
SYN-0967,valid,false,false,,,0,true
SYN-0968,valid,false,false,,,0,true
SYN-0969,valid,false,false,,,0,true
SYN-0970,valid,false,false,,,0,true
SYN-0971,valid,false,false,,,0,true
SYN-0972,valid,false,false,,,0,true
SYN-0973,valid,false,false,,,0,true
SYN-0974,valid,false,false,,,0,true
SYN-0975,valid,false,false,,,0,true
SYN-0976,valid,false,false,,,0,true
SYN-0977,valid,false,false,,,0,true
SYN-0978,valid,false,false,,,0,true
SYN-0979,valid,false,false,,,0,true
SYN-0980,valid,false,false,,,0,true
SYN-0981,valid,false,false,,,0,true
SYN-0982,valid,false,false,,,0,true
SYN-0983,valid,false,false,,,0,true
SYN-0984,valid,false,false,,,0,true
SYN-0985,valid,false,false,,,0,true
SYN-0986,valid,false,false,,,0,true
SYN-0987,valid,false,false,,,0,true
SYN-0988,valid,false,false,,,0,true
SYN-0989,valid,false,false,,,0,true
SYN-0990,valid,false,false,,,0,true
SYN-0991,valid,false,false,,,0,true
SYN-0992,valid,false,false,,,0,true
SYN-0993,valid,false,false,,,0,true
SYN-0994,valid,false,false,,,0,true
SYN-0995,valid,false,false,,,0,true
SYN-0996,valid,false,false,,,0,true
SYN-0997,valid,false,false,,,0,true
SYN-0998,valid,false,false,,,0,true
SYN-0999,valid,false,false,,,0,true
SYN-1000,valid,false,false,,,0,true
SYN-1001,valid,false,false,,,0,true
SYN-1002,valid,false,false,,,0,true
SYN-1003,valid,false,false,,,0,true
SYN-1004,valid,false,false,,,0,true
SYN-1005,valid,false,false,,,0,true
SYN-1006,valid,false,false,,,0,true
SYN-1007,valid,false,false,,,0,true
SYN-1008,valid,false,false,,,0,true
SYN-1009,valid,false,false,,,0,true
SYN-1010,valid,false,false,,,0,true
SYN-1011,valid,false,false,,,0,true
SYN-1012,valid,false,false,,,0,true
SYN-1013,valid,false,false,,,0,true
SYN-1014,valid,false,false,,,0,true
SYN-1015,valid,false,false,,,0,true
SYN-1016,valid,false,false,,,0,true
SYN-1017,valid,false,false,,,0,true
SYN-1018,valid,false,false,,,0,true
SYN-1019,valid,false,false,,,0,true
SYN-1020,valid,false,false,,,0,true
SYN-1021,valid,false,false,,,0,true
SYN-1022,valid,false,false,,,0,true
SYN-1023,valid,false,false,,,0,true
SYN-1024,valid,false,false,,,0,true
SYN-1025,valid,false,false,,,0,true
SYN-1026,valid,false,false,,,0,true
SYN-1027,valid,false,false,,,0,true
SYN-1028,valid,false,false,,,0,true
SYN-1029,valid,false,false,,,0,true
SYN-1030,valid,false,false,,,0,true
SYN-1031,valid,false,false,,,0,true
SYN-1032,valid,false,false,,,0,true
SYN-1033,valid,false,false,,,0,true
SYN-1034,valid,false,false,,,0,true
SYN-1035,valid,false,false,,,0,true
SYN-1036,valid,false,false,,,0,true
SYN-1037,valid,false,false,,,0,true
SYN-1038,valid,false,false,,,0,true
SYN-1039,valid,false,false,,,0,true
SYN-1040,valid,false,false,,,0,true
SYN-1041,valid,false,false,,,0,true
SYN-1042,valid,false,false,,,0,true
SYN-1043,valid,false,false,,,0,true
SYN-1044,valid,false,false,,,0,true
SYN-1045,valid,false,false,,,0,true
SYN-1046,valid,false,false,,,0,true
SYN-1047,valid,false,false,,,0,true
SYN-1048,valid,false,false,,,0,true
SYN-1049,valid,false,false,,,0,true
SYN-1050,valid,false,false,,,0,true
SYN-1051,valid,false,false,,,0,true
SYN-1052,valid,false,false,,,0,true
SYN-1053,valid,false,false,,,0,true
SYN-1054,valid,false,false,,,0,true
SYN-1055,valid,false,false,,,0,true
SYN-1056,valid,false,false,,,0,true
SYN-1057,valid,false,false,,,0,true
SYN-1058,valid,false,false,,,0,true
SYN-1059,valid,false,false,,,0,true
SYN-1060,valid,false,false,,,0,true
SYN-1061,valid,false,false,,,0,true
SYN-1062,valid,false,false,,,0,true
SYN-1063,valid,false,false,,,0,true
SYN-1064,valid,false,false,,,0,true
SYN-1065,valid,false,false,,,0,true
SYN-1066,valid,false,false,,,0,true
SYN-1067,valid,false,false,,,0,true
SYN-1068,valid,false,false,,,0,true
SYN-1069,valid,false,false,,,0,true
SYN-1070,valid,false,false,,,0,true
SYN-1071,valid,false,false,,,0,true
SYN-1072,valid,false,false,,,0,true
SYN-1073,valid,false,false,,,0,true
SYN-1074,valid,false,false,,,0,true
SYN-1075,valid,false,false,,,0,true
SYN-1076,valid,false,false,,,0,true
SYN-1077,valid,false,false,,,0,true
SYN-1078,valid,false,false,,,0,true
SYN-1079,valid,false,false,,,0,true
SYN-1080,valid,false,false,,,0,true
SYN-1081,valid,false,false,,,0,true
SYN-1082,valid,false,false,,,0,true
SYN-1083,valid,false,false,,,0,true
SYN-1084,valid,false,false,,,0,true
SYN-1085,valid,false,false,,,0,true
SYN-1086,valid,false,false,,,0,true
SYN-1087,valid,false,false,,,0,true
SYN-1088,valid,false,false,,,0,true
SYN-1089,valid,false,false,,,0,true
SYN-1090,valid,false,false,,,0,true
SYN-1091,valid,false,false,,,0,true
SYN-1092,valid,false,false,,,0,true
SYN-1093,valid,false,false,,,0,true
SYN-1094,valid,false,false,,,0,true
SYN-1095,valid,false,false,,,0,true
SYN-1096,valid,false,false,,,0,true
SYN-1097,valid,false,false,,,0,true
SYN-1098,valid,false,false,,,0,true
SYN-1099,valid,false,false,,,0,true
SYN-1100,valid,false,false,,,0,true
SYN-1101,valid,false,false,,,0,true
SYN-1102,valid,false,false,,,0,true
SYN-1103,valid,false,false,,,0,true
SYN-1104,valid,false,false,,,0,true
SYN-1105,valid,false,false,,,0,true
SYN-1106,valid,false,false,,,0,true
SYN-1107,valid,false,false,,,0,true
SYN-1108,valid,false,false,,,0,true
SYN-1109,valid,false,false,,,0,true
SYN-1110,valid,false,false,,,0,true
SYN-1111,valid,false,false,,,0,true
SYN-1112,valid,false,false,,,0,true
SYN-1113,valid,false,false,,,0,true
SYN-1114,valid,false,false,,,0,true
SYN-1115,valid,false,false,,,0,true
SYN-1116,valid,false,false,,,0,true
SYN-1117,valid,false,false,,,0,true
SYN-1118,valid,false,false,,,0,true
SYN-1119,valid,false,false,,,0,true
SYN-1120,valid,false,false,,,0,true
SYN-1121,valid,false,false,,,0,true
SYN-1122,valid,false,false,,,0,true
SYN-1123,valid,false,false,,,0,true
SYN-1124,valid,false,false,,,0,true
SYN-1125,valid,false,false,,,0,true
SYN-1126,valid,false,false,,,0,true
SYN-1127,valid,false,false,,,0,true
SYN-1128,valid,false,false,,,0,true
SYN-1129,valid,false,false,,,0,true
SYN-1130,valid,false,false,,,0,true
SYN-1131,valid,false,false,,,0,true
SYN-1132,valid,false,false,,,0,true
SYN-1133,valid,false,false,,,0,true
SYN-1134,valid,false,false,,,0,true
SYN-1135,valid,false,false,,,0,true
SYN-1136,valid,false,false,,,0,true
SYN-1137,valid,false,false,,,0,true
SYN-1138,valid,false,false,,,0,true
SYN-1139,valid,false,false,,,0,true
SYN-1140,valid,false,false,,,0,true
SYN-1141,valid,false,false,,,0,true
SYN-1142,valid,false,false,,,0,true
SYN-1143,valid,false,false,,,0,true
SYN-1144,valid,false,false,,,0,true
SYN-1145,valid,false,false,,,0,true
SYN-1146,valid,false,false,,,0,true
SYN-1147,valid,false,false,,,0,true
SYN-1148,valid,false,false,,,0,true
SYN-1149,valid,false,false,,,0,true
SYN-1150,valid,false,false,,,0,true
SYN-1151,valid,false,false,,,0,true
SYN-1152,valid,false,false,,,0,true
SYN-1153,valid,false,false,,,0,true
SYN-1154,valid,false,false,,,0,true
SYN-1155,valid,false,false,,,0,true
SYN-1156,valid,false,false,,,0,true
SYN-1157,valid,false,false,,,0,true
SYN-1158,valid,false,false,,,0,true
SYN-1159,valid,false,false,,,0,true
SYN-1160,valid,false,false,,,0,true
SYN-1161,valid,false,false,,,0,true
SYN-1162,valid,false,false,,,0,true
SYN-1163,valid,false,false,,,0,true
SYN-1164,valid,false,false,,,0,true
SYN-1165,valid,false,false,,,0,true
SYN-1166,valid,false,false,,,0,true
SYN-1167,valid,false,false,,,0,true
SYN-1168,valid,false,false,,,0,true
SYN-1169,valid,false,false,,,0,true
SYN-1170,valid,false,false,,,0,true
SYN-1171,valid,false,false,,,0,true
SYN-1172,valid,false,false,,,0,true
SYN-1173,valid,false,false,,,0,true
SYN-1174,valid,false,false,,,0,true
SYN-1175,valid,false,false,,,0,true
SYN-1176,valid,false,false,,,0,true
SYN-1177,valid,false,false,,,0,true
SYN-1178,valid,false,false,,,0,true
SYN-1179,valid,false,false,,,0,true
SYN-1180,valid,false,false,,,0,true
SYN-1181,valid,false,false,,,0,true
SYN-1182,valid,false,false,,,0,true
SYN-1183,valid,false,false,,,0,true
SYN-1184,valid,false,false,,,0,true
SYN-1185,valid,false,false,,,0,true
SYN-1186,valid,false,false,,,0,true
SYN-1187,valid,false,false,,,0,true
SYN-1188,valid,false,false,,,0,true
SYN-1189,valid,false,false,,,0,true
SYN-1190,valid,false,false,,,0,true
SYN-1191,valid,false,false,,,0,true
SYN-1192,valid,false,false,,,0,true
SYN-1193,valid,false,false,,,0,true
SYN-1194,valid,false,false,,,0,true
SYN-1195,valid,false,false,,,0,true
SYN-1196,valid,false,false,,,0,true
SYN-1197,valid,false,false,,,0,true
SYN-1198,valid,false,false,,,0,true
SYN-1199,valid,false,false,,,0,true
SYN-1200,valid,false,false,,,0,true
SYN-1201,valid,false,false,,,0,true
SYN-1202,valid,false,false,,,0,true
SYN-1203,valid,false,false,,,0,true
SYN-1204,valid,false,false,,,0,true
SYN-1205,valid,false,false,,,0,true
SYN-1206,valid,false,false,,,0,true
SYN-1207,valid,false,false,,,0,true
SYN-1208,valid,false,false,,,0,true
SYN-1209,valid,false,false,,,0,true
SYN-1210,valid,false,false,,,0,true
SYN-1211,valid,false,false,,,0,true
SYN-1212,valid,false,false,,,0,true
SYN-1213,valid,false,false,,,0,true
SYN-1214,valid,false,false,,,0,true
SYN-1215,valid,false,false,,,0,true
SYN-1216,valid,false,false,,,0,true
SYN-1217,valid,false,false,,,0,true
SYN-1218,valid,false,false,,,0,true
SYN-1219,valid,false,false,,,0,true
SYN-1220,valid,false,false,,,0,true
SYN-1221,valid,false,false,,,0,true
SYN-1222,valid,false,false,,,0,true
SYN-1223,valid,false,false,,,0,true
SYN-1224,valid,false,false,,,0,true
SYN-1225,valid,false,false,,,0,true
SYN-1226,valid,false,false,,,0,true
SYN-1227,valid,false,false,,,0,true
SYN-1228,valid,false,false,,,0,true
SYN-1229,valid,false,false,,,0,true
SYN-1230,valid,false,false,,,0,true
SYN-1231,valid,false,false,,,0,true
SYN-1232,valid,false,false,,,0,true
SYN-1233,valid,false,false,,,0,true
SYN-1234,valid,false,false,,,0,true
SYN-1235,valid,false,false,,,0,true
SYN-1236,valid,false,false,,,0,true
SYN-1237,valid,false,false,,,0,true
SYN-1238,valid,false,false,,,0,true
SYN-1239,valid,false,false,,,0,true
SYN-1240,valid,false,false,,,0,true
SYN-1241,valid,false,false,,,0,true
SYN-1242,valid,false,false,,,0,true
SYN-1243,valid,false,false,,,0,true
SYN-1244,valid,false,false,,,0,true
SYN-1245,valid,false,false,,,0,true
SYN-1246,valid,false,false,,,0,true
SYN-1247,valid,false,false,,,0,true
SYN-1248,valid,false,false,,,0,true
SYN-1249,valid,false,false,,,0,true
SYN-1250,valid,false,false,,,0,true
SYN-1251,valid,false,false,,,0,true
SYN-1252,valid,false,false,,,0,true
SYN-1253,valid,false,false,,,0,true
SYN-1254,valid,false,false,,,0,true
SYN-1255,valid,false,false,,,0,true
SYN-1256,valid,false,false,,,0,true
SYN-1257,valid,false,false,,,0,true
SYN-1258,valid,false,false,,,0,true
SYN-1259,valid,false,false,,,0,true
SYN-1260,valid,false,false,,,0,true
SYN-1261,valid,false,false,,,0,true
SYN-1262,valid,false,false,,,0,true
SYN-1263,valid,false,false,,,0,true
SYN-1264,valid,false,false,,,0,true
SYN-1265,valid,false,false,,,0,true
SYN-1266,valid,false,false,,,0,true
SYN-1267,valid,false,false,,,0,true
SYN-1268,valid,false,false,,,0,true
SYN-1269,valid,false,false,,,0,true
SYN-1270,valid,false,false,,,0,true
SYN-1271,valid,false,false,,,0,true
SYN-1272,valid,false,false,,,0,true
SYN-1273,valid,false,false,,,0,true
SYN-1274,valid,false,false,,,0,true
SYN-1275,valid,false,false,,,0,true
SYN-1276,valid,false,false,,,0,true
SYN-1277,valid,false,false,,,0,true
SYN-1278,valid,false,false,,,0,true
SYN-1279,valid,false,false,,,0,true
SYN-1280,valid,false,false,,,0,true
SYN-1281,valid,false,false,,,0,true
SYN-1282,valid,false,false,,,0,true
SYN-1283,valid,false,false,,,0,true
SYN-1284,valid,false,false,,,0,true
SYN-1285,valid,false,false,,,0,true
SYN-1286,valid,false,false,,,0,true
SYN-1287,valid,false,false,,,0,true
SYN-1288,valid,false,false,,,0,true
SYN-1289,valid,false,false,,,0,true
SYN-1290,valid,false,false,,,0,true
SYN-1291,valid,false,false,,,0,true
SYN-1292,valid,false,false,,,0,true
SYN-1293,valid,false,false,,,0,true
SYN-1294,valid,false,false,,,0,true
SYN-1295,valid,false,false,,,0,true
SYN-1296,valid,false,false,,,0,true
SYN-1297,valid,false,false,,,0,true
SYN-1298,valid,false,false,,,0,true
SYN-1299,valid,false,false,,,0,true
SYN-1300,valid,false,false,,,0,true
SYN-1301,valid,false,false,,,0,true
SYN-1302,valid,false,false,,,0,true
SYN-1303,valid,false,false,,,0,true
SYN-1304,valid,false,false,,,0,true
SYN-1305,valid,false,false,,,0,true
SYN-1306,valid,false,false,,,0,true
SYN-1307,valid,false,false,,,0,true
SYN-1308,valid,false,false,,,0,true
SYN-1309,valid,false,false,,,0,true
SYN-1310,valid,false,false,,,0,true
SYN-1311,valid,false,false,,,0,true
SYN-1312,valid,false,false,,,0,true
SYN-1313,valid,false,false,,,0,true
SYN-1314,valid,false,false,,,0,true
SYN-1315,valid,false,false,,,0,true
SYN-1316,valid,false,false,,,0,true
SYN-1317,valid,false,false,,,0,true
SYN-1318,valid,false,false,,,0,true
SYN-1319,valid,false,false,,,0,true
SYN-1320,valid,false,false,,,0,true
SYN-1321,valid,false,false,,,0,true
SYN-1322,valid,false,false,,,0,true
SYN-1323,valid,false,false,,,0,true
SYN-1324,valid,false,false,,,0,true
SYN-1325,valid,false,false,,,0,true
SYN-1326,valid,false,false,,,0,true
SYN-1327,valid,false,false,,,0,true
SYN-1328,valid,false,false,,,0,true
SYN-1329,valid,false,false,,,0,true
SYN-1330,valid,false,false,,,0,true
SYN-1331,valid,false,false,,,0,true
SYN-1332,valid,false,false,,,0,true
SYN-1333,valid,false,false,,,0,true
SYN-1334,valid,false,false,,,0,true
SYN-1335,valid,false,false,,,0,true
SYN-1336,valid,false,false,,,0,true
SYN-1337,valid,false,false,,,0,true
SYN-1338,valid,false,false,,,0,true
SYN-1339,valid,false,false,,,0,true
SYN-1340,valid,false,false,,,0,true
SYN-1341,valid,false,false,,,0,true
SYN-1342,valid,false,false,,,0,true
SYN-1343,valid,false,false,,,0,true
SYN-1344,valid,false,false,,,0,true
SYN-1345,valid,false,false,,,0,true
SYN-1346,valid,false,false,,,0,true
SYN-1347,valid,false,false,,,0,true
SYN-1348,valid,false,false,,,0,true
SYN-1349,valid,false,false,,,0,true
SYN-1350,valid,false,false,,,0,true
SYN-1351,geofence_boundary_valid,false,true,,G,40,false
SYN-1352,geofence_boundary_valid,false,true,,G,40,false
SYN-1353,geofence_boundary_valid,false,true,,G,40,false
SYN-1354,geofence_boundary_valid,false,true,,G,40,false
SYN-1355,geofence_boundary_valid,false,true,,G,40,false
SYN-1356,geofence_boundary_valid,false,true,,G,40,false
SYN-1357,geofence_boundary_valid,false,true,,G,40,false
SYN-1358,geofence_boundary_valid,false,true,,G,40,false
SYN-1359,yield_edge_valid,false,true,,Y,30,true
SYN-1360,yield_edge_valid,false,true,,Y,30,true
SYN-1361,yield_edge_valid,false,true,,Y,30,true
SYN-1362,yield_edge_valid,false,true,,Y,30,true
SYN-1363,yield_edge_valid,false,true,,Y,30,true
SYN-1364,yield_edge_valid,false,true,,Y,30,true
SYN-1365,yield_edge_valid,false,true,,Y,30,true
SYN-1366,yield_edge_valid,false,true,,Y,30,true
SYN-1367,yield_edge_valid,false,true,,Y,30,true
SYN-1368,yield_edge_valid,false,true,,Y,30,true
SYN-1369,duplicate_document_valid,false,true,,D,100,false
SYN-1370,duplicate_document_valid,false,true,,D,100,false
SYN-1371,duplicate_document_valid,false,true,,D,100,false
SYN-1372,duplicate_document_valid,false,true,,D,100,false
SYN-1373,duplicate_document_valid,false,true,,D,100,false
SYN-1374,duplicate_document_valid,false,true,,D,100,false
SYN-1375,duplicate_document_valid,false,true,,D,100,false
SYN-1376,temporal_bulk_entry_valid,false,true,,T,15,true
SYN-1377,temporal_bulk_entry_valid,false,true,,T,15,true
SYN-1378,temporal_bulk_entry_valid,false,true,,T,15,true
SYN-1379,temporal_bulk_entry_valid,false,true,,T,15,true
